CNF File Name: cnf/3.cnf
Random number seed value: 1444578240.0
Number of runs: 30
Number of fitness evaluations per run: 10000
Population size: 500
Lambda: 250
Strategy: plus
Self-Adaptivity: True
Restarts: False
R-Elitism: 20
Parent Selection: Random
Survival Selection: Random
K value for survival: 300
K value for parents: 300
N convergence number: 0

Results log

Run: 0
1750	165	183
2000	165	183
2250	167	185
2500	165	179
2750	166	187
3000	165	182
3250	166	186
3500	165	182
3750	166	183
4000	167	184
4250	165	184
4500	166	183
4750	166	188
5000	166	182
5250	165	186
5500	166	185
5750	166	183
6000	166	180
6250	165	181
6500	165	181
6750	166	182
7000	166	181
7250	165	180
7500	165	182
7750	166	183
8000	166	183
8250	165	186
8500	165	183
8750	166	187
9000	166	185
9250	165	181
9500	165	181
9750	166	187
10000	166	185


Run: 16
500	166	185
750	166	187
1000	166	187
1250	166	183
1500	165	182
1750	165	185
2000	165	183
2250	165	184
2500	166	181
2750	166	184
3000	165	184
3250	166	183
3500	166	184
3750	166	184
4000	166	183
4250	166	186
4500	165	181
4750	166	182
5000	166	182
5250	165	182
5500	165	185
5750	166	185
6000	166	183
6250	165	184
6500	166	184
6750	166	185
7000	166	184
7250	166	182
7500	165	185
7750	166	182
8000	165	180
8250	166	187
8500	166	183
8750	166	182
9000	165	183
9250	166	181
9500	166	183
9750	166	182
10000	166	183


Run: 17
500	166	182
750	166	182
1000	165	189
1250	165	186
1500	165	183
1750	166	185
2000	165	184
2250	165	185
2500	166	184
2750	166	190
3000	166	186
3250	166	185
3500	166	186
3750	166	187
4000	165	180
4250	165	184
4500	165	187
4750	166	182
5000	166	183
5250	166	187
5500	166	182
5750	166	184
6000	165	183
6250	166	185
6500	166	183
6750	166	183
7000	166	183
7250	166	181
7500	165	182
7750	165	188
8000	166	185
8250	166	191
8500	166	184
8750	166	182
9000	165	182
9250	166	186
9500	166	184
9750	166	183
10000	166	184


Run: 18
500	166	181
750	165	181
1000	165	183
1250	166	185
1500	166	185
1750	165	183
2000	166	183
2250	166	187
2500	165	183
2750	165	185
3000	165	183
3250	165	181
3500	166	187
3750	166	184
4000	166	187
4250	166	183
4500	166	183
4750	165	182
5000	165	183
5250	166	184
5500	165	189
5750	166	184
6000	165	187
6250	165	182
6500	166	183
6750	166	184
7000	166	184
7250	165	186
7500	166	185
7750	166	184
8000	166	181
8250	166	183
8500	166	186
8750	166	180
9000	165	184
9250	165	184
9500	166	183
9750	166	182
10000	166	184


Run: 19
500	166	183
750	166	182
1000	166	185
1250	166	185
1500	166	184
1750	166	186
2000	166	185
2250	165	185
2500	165	183
2750	165	185
3000	165	189
3250	166	187
3500	165	182
3750	166	182
4000	166	185
4250	165	185
4500	165	183
4750	166	183
5000	166	191
5250	166	182
5500	165	181
5750	166	184
6000	166	184
6250	166	186
6500	166	186
6750	166	187
7000	166	180
7250	166	184
7500	166	186
7750	166	183
8000	166	183
8250	165	182
8500	166	183
8750	166	181
9000	166	183
9250	165	184
9500	166	183
9750	166	181
10000	165	185


Run: 20
500	166	181
750	166	181
1000	167	189
1250	165	183
1500	166	188
1750	165	181
2000	165	184
2250	165	183
2500	166	184
2750	165	183
3000	166	181
3250	165	183
3500	166	187
3750	166	184
4000	165	181
4250	166	186
4500	166	181
4750	166	186
5000	165	184
5250	166	185
5500	166	185
5750	166	183
6000	165	184
6250	166	180
6500	165	185
6750	165	186
7000	166	181
7250	166	182
7500	166	183
7750	166	182
8000	165	184
8250	165	184
8500	166	182
8750	165	182
9000	166	181
9250	166	183
9500	166	182
9750	166	183
10000	166	187


Run: 21
500	165	187
750	166	187
1000	166	183
1250	166	185
1500	166	184
1750	166	185
2000	167	190
2250	166	185
2500	166	185
2750	166	180
3000	166	182
3250	166	182
3500	165	187
3750	165	184
4000	166	184
4250	166	181
4500	166	183
4750	166	188
5000	166	184
5250	166	181
5500	167	185
5750	166	184
6000	166	183
6250	165	184
6500	166	187
6750	166	179
7000	165	188
7250	165	181
7500	165	183
7750	166	181
8000	166	183
8250	165	182
8500	165	190
8750	165	185
9000	165	184
9250	166	182
9500	166	181
9750	166	185
10000	166	183


Run: 22
500	165	183
750	165	183
1000	165	185
1250	166	183
1500	166	184
1750	166	187
2000	165	184
2250	166	186
2500	166	182
2750	166	180
3000	166	183
3250	166	185
3500	166	185
3750	166	184
4000	166	185
4250	165	183
4500	166	182
4750	166	186
5000	166	184
5250	166	181
5500	166	185
5750	166	182
6000	166	184
6250	165	183
6500	166	185
6750	166	183
7000	166	186
7250	166	183
7500	166	182
7750	166	183
8000	166	186
8250	166	184
8500	166	181
8750	165	184
9000	165	181
9250	166	184
9500	165	186
9750	165	184
10000	166	185


Run: 23
500	166	183
750	166	182
1000	166	182
1250	166	186
1500	165	181
1750	165	182
2000	166	184
2250	166	183
2500	166	184
2750	166	183
3000	166	184
3250	166	185
3500	166	186
3750	166	184
4000	166	185
4250	166	181
4500	166	181
4750	165	186
5000	165	186
5250	166	187
5500	166	185
5750	165	181
6000	165	186
6250	166	186
6500	166	183
6750	165	181
7000	166	181
7250	167	186
7500	166	183
7750	166	182
8000	166	185
8250	166	183
8500	166	184
8750	166	188
9000	166	182
9250	166	182
9500	166	186
9750	166	182
10000	166	184


Run: 24
500	166	188
750	166	188
1000	166	182
1250	166	181
1500	166	181
1750	166	183
2000	165	181
2250	165	183
2500	166	183
2750	166	182
3000	166	182
3250	165	190
3500	165	182
3750	166	184
4000	166	183
4250	166	183
4500	166	184
4750	166	184
5000	165	182
5250	166	188
5500	166	186
5750	166	186
6000	166	183
6250	165	185
6500	166	186
6750	166	184
7000	166	185
7250	166	185
7500	166	184
7750	166	185
8000	166	183
8250	165	182
8500	166	182
8750	165	183
9000	166	189
9250	165	181
9500	165	183
9750	167	183
10000	165	181


Run: 25
500	166	185
750	166	185
1000	165	186
1250	166	183
1500	165	181
1750	166	181
2000	166	185
2250	165	182
2500	166	183
2750	166	182
3000	165	184
3250	166	185
3500	166	187
3750	166	183
4000	166	186
4250	166	182
4500	166	182
4750	166	186
5000	165	184
5250	165	184
5500	166	187
5750	166	182
6000	166	184
6250	165	182
6500	166	182
6750	166	182
7000	166	182
7250	167	182
7500	166	181
7750	166	183
8000	166	181
8250	165	187
8500	166	183
8750	166	186
9000	166	182
9250	166	184
9500	165	183
9750	166	181
10000	166	186


Run: 26
500	165	183
750	166	182
1000	166	185
1250	166	188
1500	165	185
1750	166	187
2000	166	187
2250	166	184
2500	166	181
2750	166	186
3000	166	183
3250	166	183
3500	165	182
3750	165	185
4000	166	187
4250	166	185
4500	166	181
4750	165	180
5000	166	183
5250	166	184
5500	166	187
5750	166	182
6000	166	180
6250	166	182
6500	165	181
6750	166	187
7000	165	182
7250	165	183
7500	166	181
7750	165	184
8000	166	183
8250	165	189
8500	166	186
8750	166	183
9000	166	182
9250	166	184
9500	166	182
9750	166	183
10000	165	182


Run: 27
500	166	182
750	166	182
1000	166	182
1250	166	189
1500	166	184
1750	166	186
2000	165	182
2250	165	182
2500	166	187
2750	165	186
3000	166	185
3250	166	182
3500	165	188
3750	166	186
4000	166	183
4250	165	186
4500	165	183
4750	165	183
5000	166	182
5250	166	184
5500	166	182
5750	165	185
6000	166	187
6250	165	185
6500	166	186
6750	166	182
7000	165	182
7250	165	186
7500	166	188
7750	166	181
8000	166	184
8250	165	185
8500	166	185
8750	166	187
9000	165	182
9250	166	185
9500	166	185
9750	165	182
10000	165	187


Run: 28
500	165	184
750	165	184
1000	165	183
1250	166	189
1500	166	184
1750	166	181
2000	165	185
2250	166	183
2500	166	182
2750	166	181
3000	165	188
3250	166	185
3500	165	181
3750	166	181
4000	165	182
4250	165	180
4500	166	184
4750	166	182
5000	166	183
5250	166	183
5500	166	186
5750	165	181
6000	165	184
6250	166	183
6500	165	182
6750	166	182
7000	166	183
7250	166	183
7500	165	183
7750	165	186
8000	166	183
8250	166	182
8500	165	179
8750	166	185
9000	165	184
9250	166	183
9500	165	182
9750	165	182
10000	165	183


Run: 29
500	166	185
750	166	185
1000	166	184
1250	165	182
1500	166	186
1750	166	184
2000	165	183
2250	166	182
2500	166	184
2750	166	187
3000	166	187
3250	166	183
3500	166	184
3750	166	182
4000	166	187
4250	165	183
4500	165	186
4750	166	181
5000	166	184
5250	166	183
5500	166	183
5750	165	182
6000	166	184
6250	166	186
6500	166	181
6750	166	184
7000	165	182
7250	166	184
7500	166	183
7750	166	182
8000	166	183
8250	166	184
8500	166	184
8750	166	181
9000	166	184
9250	166	185
9500	166	186
9750	165	185
10000	166	184


